participant_ID,text_file,error,rater_1,rater_2
PBJ1_S,./data/processed/exercises/PBJ1_S_E03.txt,(mi) [mis] cinco amigas,text editing,text editing
PBJ1_S,./data/processed/exercises/PBJ1_S_E04.txt,mi familia es de (Surinama) [Surinam] / (Rotterdam) [Róterdam] / (Capelle a/d Ijssel) [Capelle aan den IJssel],"cloze, translation","cloze, translation"
PBJ1_S,./data/processed/exercises/PBJ1_S_E05.txt,Nosotros [nos] mudamos,"metalinguistic reflection, prompted writing","metalinguistic reflection, prompted writing"
PBJ1_S,./data/processed/exercises/PBJ1_S_E06.txt,(fue mi) [fueron mis] vacaciones (favorita) [favoritas],discrete choice,cloze
PBJ1_S,./data/processed/exercises/PBJ1_S_E07.txt,En 2020 mi padre (adoptivo) [adoptó],paradigmatic systematization,paradigmatic systematization
PBJ1_S,./data/processed/exercises/PBJ1_S_E08.txt,es (un mix) [un cruce],text editing,text editing
PBJ1_S,./data/processed/exercises/PBJ1_S_E09.txt,pero (mudamos atrás) [volvimos],"translation, prompted writing","translation, prompted writing"
PBJ1_S,./data/processed/exercises/PBJ1_S_E10.txt,Hace tres meses (pasado) mi bisabuela murió,discrete choice,discrete choice
PBJ1_S,./data/processed/exercises/PBJ1_S_E11.txt,conocí [a] mis cinco amigas / mi padre adoptó [a] mi perro,discrete choice,discrete choice
PBJ1_S,./data/processed/exercises/PBJ1_S_E12.txt,de shih tzu y (malteser) [bichón maltés],matching,matching
PBJ1_S,./data/processed/exercises/PBJ1_S_E13.txt,también (hubí) [conocí],metalinguistic reflection,metalinguistic reflection
PBJ1_S,./data/processed/exercises/PBJ1_S_E14.txt,mis (5) [cinco] amigas,"metalinguistic reflection, prompted writing","metalinguistic reflection, prompted writing"
PBJ1_S,./data/processed/exercises/PBJ1_S_E15.txt,en el primer año de [la] escuela secundaria / en [la] escuela secundaria,"cloze, metalinguistic reflection","cloze, metalinguistic reflection"
PNA1_S,./data/processed/exercises/PNA1_S_E01.txt,esto (estuvo) [fue] horrible,sentence reconstruction,prompted writing
PNA1_S,./data/processed/exercises/PNA1_S_E02.txt,cuando (soy) [tenía] ocho años,"translation, prompted writing","translation, prompted writing"
PNA1_S,./data/processed/exercises/PNA1_S_E03.txt,ahora soy estudiante [de] intercambio,discrete choice,discrete choice
PNA1_S,./data/processed/exercises/PNA1_S_E04.txt,(y) [e] hice,cloze,cloze
PNA1_S,./data/processed/exercises/PNA1_S_E05.txt,(descubré) [descubrí],metalinguistic reflection,metalinguistic reflection
PNA1_S,./data/processed/exercises/PNA1_S_E06.txt,(tuvé) [tuve] / (hicé) [hice],accent marking and read-aloud,accent marking and read-aloud
PNA1_S,./data/processed/exercises/PNA1_S_E07.txt,cuando terminé (a) la escuela,"matching, cloze","matching, cloze"
PNA1_S,./data/processed/exercises/PNA1_S_E08.txt,soy estudiante de intercambio (a) [en] la Universidad de Navarra,discrete choice,discrete choice
PNA1_S,./data/processed/exercises/PNA1_S_E09.txt,descubrí que (el) Papá Noel no existe,"text editing, metalinguistic reflection","text editing, metalinguistic reflection"
PNA1_S,./data/processed/exercises/PNA1_S_E10.txt,Nací en enero (en) [de] 2004,"text editing, prompted writing","text editing, prompted writing"
PNA1_S,./data/processed/exercises/PNA1_S_E11.txt,"Cuando tenía cinco años, (yo) fui a la escuela","text editing, metalinguistic reflection","text editing, metalinguistic reflection"
PNA1_S,./data/processed/exercises/PNA1_S_E12.txt,descubrí [que] Papá Noel no existe,cloze,cloze
PNA1_S,./data/processed/exercises/PNA1_S_E13.txt,esto fue (muy) horrible,"paradigmatic systematization, text editing","paradigmatic systematization, text editing"
PNA1_S,./data/processed/exercises/PNA1_S_E14.txt,(este) [esto] fue horrible,cloze,cloze
PNA1_S,./data/processed/exercises/PNA1_S_E15.txt,Allí (visté) [visité] a mi tía,"discrete choice, metalinguistic reflection","discrete choice, metalinguistic reflection"
PSJ1_J,./data/processed/exercises/PSJ1_J_E01.txt,estaba (muy) delicioso,"paradigmatic systematization, text editing","paradigmatic systematization, text editing"
PSJ1_J,./data/processed/exercises/PSJ1_J_E02.txt,para (mi) [mí],"matching, prompted writing","matching, prompted writing"
PSJ1_J,./data/processed/exercises/PSJ1_J_E03.txt,(el) [la] mañana / (un) [una] canción,cloze,cloze
PSJ1_J,./data/processed/exercises/PSJ1_J_E04.txt,(que) [cuáles] son tus planes para la cena,"discrete choice, metalinguistic reflection","discrete choice, metalinguistic reflection"
PSJ1_J,./data/processed/exercises/PSJ1_J_E05.txt,y (volvía oscuro) [oscurecía] en el parque,paradigmatic systematization,paradigmatic systematization
PSJ1_J,./data/processed/exercises/PSJ1_J_E06.txt,(él) quería inspeccionar el baño / después (él) nos invitó,"text editing, metalinguistic reflection","text editing, metalinguistic reflection"
PSJ1_J,./data/processed/exercises/PSJ1_J_E07.txt,el propietario visitará (a) mi piso / llegamos (en) [a] casa / me reuní (a) [con] Julia y su compañera de piso / cuáles son tus planes (por) [para] la cena / hicimos un grupo (en) [de] WhatsApp / a quienes les encanta (de) cocinar / el grupo consiste (de) [en] cinco personas,discrete choice,"discrete choice, metalinguistic reflection"
PSJ1_J,./data/processed/exercises/PSJ1_J_E08.txt,y ahora (jugo) [juego] cada semana / (cafetaria) [cafetería],"text editing, prompted writing","text editing, prompted writing"
PSJ1_J,./data/processed/exercises/PSJ1_J_E09.txt,pasamos un (tiempo bellissimo) [rato genial],"matching, discrete choice","matching, discrete choice"
PSJ1_J,./data/processed/exercises/PSJ1_J_E10.txt,esa mañana (intenté) [probé] la tortilla de espinacas,"translation, prompted writing","translation, prompted writing"
PSJ1_J,./data/processed/exercises/PSJ1_J_E11.txt,cuando (nos) llegamos a casa,"metalinguistic reflection, prompted writing","metalinguistic reflection, prompted writing"
PSJ1_J,./data/processed/exercises/PSJ1_J_E12.txt,un (canvas) [lienzo en] blanco,discrete choice,discrete choice
PSJ1_J,./data/processed/exercises/PSJ1_J_E13.txt,(differente) [diferentes] / quería (inspectar) [inspeccionar] el baño / tortilla con (espinache) [espinacas] / (frequentemente) [frecuentemente],"metalinguistic reflection, paradigmatic systematization, prompted writing","metalinguistic reflection, paradigmatic systematization, prompted writing"
PSJ1_J,./data/processed/exercises/PSJ1_J_E14.txt,me desperté temprano (por que) [porque] el propietario,"metalinguistic reflection, prompted writing, translation","metalinguistic reflection, translation"
PSJ1_J,./data/processed/exercises/PSJ1_J_E15.txt,(despues) [después] / (Paises) [Países] Bajos / (dia) [día] / (tambien) [también] / (Africa) [África] / (aqui) [aquí],accent marking and read-aloud,accent marking and read-aloud
RBC1_D,./data/processed/exercises/RBC1_D_E01.txt,el (monto total) [importe íntegro] pagado,"vocabulary extraction and list creation, translation","vocabulary extraction and list creation, translation"
RBC1_D,./data/processed/exercises/RBC1_D_E02.txt,la autenticación (en dos factores) [de doble factor],"matching, metalinguistic reflection, translation","matching, metalinguistic reflection, translation"
RBC1_D,./data/processed/exercises/RBC1_D_E03.txt,(cuando tenía entre 5 y 12 años) [de los 5 a los 12 años],"metalinguistic reflection, cloze","metalinguistic reflection, cloze"
RBC1_D,./data/processed/exercises/RBC1_D_E04.txt,era lo (suficiente) [suficientemente] urgente,"discrete choice, metalinguistic reflection","discrete choice, metalinguistic reflection"
RBC1_D,./data/processed/exercises/RBC1_D_E05.txt,"ya que he cumplido con todas las condiciones de la compra [, pero] ustedes no han entregado el producto conforme a lo acordado",text editing,text editing
RBC1_D,./data/processed/exercises/RBC1_D_E06.txt,cuando se trata de hablar (me congelo) [me quedo en blanco],"translation, prompted writing","translation, prompted writing"
RBC1_D,./data/processed/exercises/RBC1_D_E07.txt,"sin embargo, siempre [me] ha gustado",metalinguistic reflection,metalinguistic reflection
RBC1_D,./data/processed/exercises/RBC1_D_E08.txt,aprender sobre cualquier cosa que (cualquiera) [uno] quiera,translation,translation
RBC1_D,./data/processed/exercises/RBC1_D_E09.txt,soy una jugadora de hockey de alto rendimiento (en casa) [en mi país],"matching, metalinguistic reflection, prompted writing","matching, metalinguistic reflection, prompted writing"
RBC1_D,./data/processed/exercises/RBC1_D_E10.txt,"el logotipo del banco, el diseño y hasta la dirección del remitente (parecía) [parecían] auténticos",discrete choice,discrete choice
RBC1_D,./data/processed/exercises/RBC1_D_E11.txt,(un) [una] gran desventaja,cloze,cloze
RBC1_D,./data/processed/exercises/RBC1_D_E12.txt,(ajustar) [fijar] metas,discrete choice,discrete choice
RBC1_D,./data/processed/exercises/RBC1_D_E13.txt,para (descubrir) [averiguar] el significado de las palabras,"matching, cloze","matching, discrete choice"
RBC1_D,./data/processed/exercises/RBC1_D_E14.txt,diría que en este momento (normalmente) [en general] puedo entender,"metalinguistic reflection, text editing","metalinguistic reflection, text editing"
RBC1_D,./data/processed/exercises/RBC1_D_E15.txt,me he visto (afectado) [afectada] / me veré (obligado) [obligada] a proceder / estoy muy (emocionado) [emocionada] / soy (un jugador) [una jugadora],"text editing, metalinguistic reflection","text editing, metalinguistic reflection"
RBD1_D,./data/processed/exercises/RBD1_D_E01.txt,aseguraos vosotros mismos de que es una página real y (tómense) [tomaos] un poco más de tiempo,"text editing, metalinguistic reflection","text editing, metalinguistic reflection"
RBD1_D,./data/processed/exercises/RBD1_D_E02.txt,ser (un) [una] trampa,cloze,cloze
RBD1_D,./data/processed/exercises/RBD1_D_E03.txt,la ayuda (de) [en] esta situación,discrete choice,"discrete choice, metalinguistic reflection"
RBD1_D,./data/processed/exercises/RBD1_D_E04.txt,(edicion) [edición] / (tomense) [tómense],accent marking and read-aloud,accent marking and read-aloud
RBD1_D,./data/processed/exercises/RBD1_D_E05.txt,(el) [él] me aseguró que las zapatillas eran nuevas / (pagina) [página] / (esta) [está],"matching, prompted writing","matching, prompted writing"
RBD1_D,./data/processed/exercises/RBD1_D_E06.txt,lo que confirma que (yo) he sido una víctima,"text editing, metalinguistic reflection","text editing, metalinguistic reflection"
RBD1_D,./data/processed/exercises/RBD1_D_E07.txt,después de (intercambiando) [intercambiarnos] mensajes,"text editing, prompted writing","text editing, prompted writing"
RBD1_D,./data/processed/exercises/RBD1_D_E08.txt,hay elementos (extras) [extra] como un narrador,cloze,cloze
RBD1_D,./data/processed/exercises/RBD1_D_E09.txt,la IA (reduce cuánto se está aprendiendo) [dificulta el aprendizaje],"translation, prompted writing","translation, prompted writing"
RBD1_D,./data/processed/exercises/RBD1_D_E10.txt,requiero que se me reembolse la cantidad pagada o (por otro lado) [en su defecto] recibir las zapatillas que ya he pagado,cloze,cloze
RBD1_D,./data/processed/exercises/RBD1_D_E11.txt,decidí contactar (el) [al] vendedor,discrete choice,discrete choice
RBD1_D,./data/processed/exercises/RBD1_D_E12.txt,(estes) [estos] tipos de engaño,cloze,cloze
RBD1_D,./data/processed/exercises/RBD1_D_E13.txt,tipos de (engaños) [engaño],"sentence reconstruction, metalinguistic reflection","sentence reconstruction, metalinguistic reflection"
RBD1_D,./data/processed/exercises/RBD1_D_E14.txt,por un precio inferior [al] que se suele ofrecer,discrete choice,discrete choice
RBD1_D,./data/processed/exercises/RBD1_D_E15.txt,tomaos un poco más [de] tiempo para,"metalinguistic reflection, prompted writing","metalinguistic reflection, prompted writing"
RBE1_D,./data/processed/exercises/RBE1_D_E01.txt,verifiqué la (originalidad) [autenticidad] de la página web,"matching, metalinguistic reflection","matching, metalinguistic reflection"
RBE1_D,./data/processed/exercises/RBE1_D_E02.txt,olvidarse de tomar precauciones ante estafas y (su sesgo) [los factores que influyen en su percepción],"translation, prompted writing","translation, prompted writing"
RBE1_D,./data/processed/exercises/RBE1_D_E03.txt,con (respeto) [respecto] a,"discrete choice, translation, metalinguistic reflection","discrete choice, translation, metalinguistic reflection"
RBE1_D,./data/processed/exercises/RBE1_D_E04.txt,precauciones (sobre) [ante] estafas,discrete choice,discrete choice
RBE1_D,./data/processed/exercises/RBE1_D_E05.txt,les hace (olvidar) [olvidarse] de tomar precauciones,"metalinguistic reflection, prompted writing","metalinguistic reflection, prompted writing"
RBE1_D,./data/processed/exercises/RBE1_D_E06.txt,(verifié) [verifiqué],"metalinguistic reflection, paradigmatic systematization, prompted writing","metalinguistic reflection, paradigmatic systematization, prompted writing"
RBE1_D,./data/processed/exercises/RBE1_D_E07.txt,para que se (de) [dé] cuenta de que / para (mi) [mí],"matching, prompted writing","matching, prompted writing"
RBE1_D,./data/processed/exercises/RBE1_D_E08.txt,para (hacer) [sacar] una conclusión sobre su calidad,discrete choice,discrete choice
RBE1_D,./data/processed/exercises/RBE1_D_E09.txt,ambas personas (son en el) [están al] mismo nivel,"discrete choice, metalinguistic reflection","discrete choice, metalinguistic reflection"
RBE1_D,./data/processed/exercises/RBE1_D_E10.txt,(usando) [poniendo] el material en práctica,"paradigmatic systematization, translation","paradigmatic systematization, translation"
RBE1_D,./data/processed/exercises/RBE1_D_E11.txt,para (obtener el seguro) [ir sobre seguro],"matching, cloze","matching, cloze"
RBE1_D,./data/processed/exercises/RBE1_D_E12.txt,la aparición de unas (copias) [réplicas] de páginas web,"discrete choice, metalinguistic reflection","discrete choice, metalinguistic reflection"
RBE1_D,./data/processed/exercises/RBE1_D_E13.txt,la autenticidad (del recurso) [de la página web],"vocabulary extraction and list creation, translation",vocabulary extraction and list creation
RBE1_D,./data/processed/exercises/RBE1_D_E14.txt,para (estar de moda) [ir a la moda],translation,translation
RBE1_D,./data/processed/exercises/RBE1_D_E15.txt,una estafa que (ocurrió conmigo) [me ocurrió],metalinguistic reflection,metalinguistic reflection
RBI1_I,./data/processed/exercises/RBI1_I_E01.txt,comer sano no solo (se trata de) [consiste en],discrete choice,discrete choice
RBI1_I,./data/processed/exercises/RBI1_I_E02.txt,se ha (descubrido) [descubierto],discrete choice,discrete choice
RBI1_I,./data/processed/exercises/RBI1_I_E03.txt,(articulo) [artículo],prompted writing,prompted writing
RBI1_I,./data/processed/exercises/RBI1_I_E04.txt,estamos de acuerdo [en] que,discrete choice,discrete choice
RBI1_I,./data/processed/exercises/RBI1_I_E05.txt,tienen que (verificar) [consultar] dos bases de datos,"matching, cloze","matching, cloze"
RBI1_I,./data/processed/exercises/RBI1_I_E06.txt,lo jugué a (un) nivel profesional,"discrete choice, metalinguistic reflection","discrete choice, metalinguistic reflection"
